id,experiment,trial,manipulation,item,correct
id5,Experiment 3b,4,Control - Bell,Mouse,1
id5,Experiment 3b,5,Control - Bell,Beaver,0
id5,Experiment 3b,6,Test - Look + Label,Bunny,1
id5,Experiment 3b,7,Test - Look + Label,Tiger,1
id5,Experiment 3b,8,Control - Bell,Bear,0
id16,Experiment 3b,1,Test - Look + Label,Monkey,1
id16,Experiment 3b,2,Test - Look + Label,Frog,1
id16,Experiment 3b,3,Test - Look + Label,Beaver,1
id16,Experiment 3b,4,Control - Bell,Bunny,0
id16,Experiment 3b,5,Test - Look + Label,Tiger,1
id16,Experiment 3b,6,Control - Bell,Bear,0
id16,Experiment 3b,7,Control - Bell,Dog,0
id16,Experiment 3b,8,Control - Bell,Sheep,0
id20,Experiment 3b,1,Test - Look + Label,Frog,1
id20,Experiment 3b,2,Control - Bell,Mouse,1
id20,Experiment 3b,3,Control - Bell,Monkey,1
id20,Experiment 3b,4,Test - Look + Label,Beaver,1
id20,Experiment 3b,5,Test - Look + Label,Bunny,1
id20,Experiment 3b,6,Test - Look + Label,Dog,1
id20,Experiment 3b,7,Control - Bell,Tiger,1
id20,Experiment 3b,8,Control - Bell,Bear,1
id41,Experiment 3b,1,Test - Look + Label,Mouse,1
id41,Experiment 3b,2,Test - Look + Label,Beaver,1
id41,Experiment 3b,3,Control - Bell,Frog,0
id41,Experiment 3b,4,Test - Look + Label,Monkey,1
id41,Experiment 3b,5,Control - Bell,Bunny,1
id41,Experiment 3b,6,Control - Bell,Dog,1
id41,Experiment 3b,7,Test - Look + Label,Bear,1
id41,Experiment 3b,8,Control - Bell,Sheep,1
id52,Experiment 3b,1,Control - Bell,Mouse,1
id52,Experiment 3b,2,Test - Look + Label,Frog,1
id52,Experiment 3b,3,Test - Look + Label,Beaver,0
id52,Experiment 3b,4,Test - Look + Label,Monkey,1
id52,Experiment 3b,5,Control - Bell,Dog,0
id52,Experiment 3b,6,Control - Bell,Bunny,0
id52,Experiment 3b,7,Control - Bell,Cat,0
id52,Experiment 3b,8,Test - Look + Label,Bear,1
id71,Experiment 3b,1,Test - Look + Label,Monkey,0
id71,Experiment 3b,2,Control - Bell,Frog,1
id71,Experiment 3b,3,Test - Look + Label,Beaver,1
id71,Experiment 3b,4,Control - Bell,Mouse,1
id71,Experiment 3b,5,Control - Bell,Dog,0
id71,Experiment 3b,6,Test - Look + Label,Bear,1
id71,Experiment 3b,7,Test - Look + Label,Cat,1
id71,Experiment 3b,8,Control - Bell,Sheep,1
id106,Experiment 3b,1,Test - Look + Label,Mouse,0
id106,Experiment 3b,2,Test - Look + Label,Beaver,1
id106,Experiment 3b,3,Test - Look + Label,Frog,1
id106,Experiment 3b,4,Control - Bell,Monkey,1
id106,Experiment 3b,5,Control - Bell,Cat,1
id106,Experiment 3b,6,Test - Look + Label,Bunny,1
id106,Experiment 3b,7,Control - Bell,Dog,1
id106,Experiment 3b,8,Control - Bell,Bear,1
id107,Experiment 3b,1,Test - Look + Label,Mouse,1
id107,Experiment 3b,2,Control - Bell,Monkey,1
id107,Experiment 3b,3,Control - Bell,Beaver,1
id107,Experiment 3b,4,Test - Look + Label,Dog,1
id107,Experiment 3b,5,Test - Look + Label,Tiger,1
id107,Experiment 3b,6,Control - Bell,Bunny,1
id107,Experiment 3b,7,Test - Look + Label,Frog,1
id107,Experiment 3b,8,Control - Bell,Cat,1
id114,Experiment 3b,1,Control - Bell,Frog,1
id114,Experiment 3b,2,Control - Bell,Mouse,1
id114,Experiment 3b,3,Control - Bell,Beaver,0
id114,Experiment 3b,4,Test - Look + Label,Monkey,0
id114,Experiment 3b,5,Test - Look + Label,Bear,1
id114,Experiment 3b,6,Test - Look + Label,Bunny,1
id114,Experiment 3b,7,Test - Look + Label,Dog,1
id114,Experiment 3b,8,Control - Bell,Tiger,1
id116,Experiment 3b,1,Control - Bell,Bear,1
id116,Experiment 3b,2,Control - Bell,Bunny,1
id116,Experiment 3b,3,Test - Look + Label,Frog,1
id116,Experiment 3b,4,Control - Bell,Monkey,1
id116,Experiment 3b,5,Test - Look + Label,Mouse,1
id116,Experiment 3b,6,Test - Look + Label,Beaver,1
id116,Experiment 3b,7,Test - Look + Label,Dog,1
id116,Experiment 3b,8,Control - Bell,Tiger,1
id122,Experiment 3b,1,Control - Bell,Bunny,1
id122,Experiment 3b,2,Test - Look + Label,Beaver,0
id122,Experiment 3b,3,Control - Bell,Frog,0
id122,Experiment 3b,4,Control - Bell,Dog,0
id122,Experiment 3b,5,Test - Look + Label,Monkey,1
id122,Experiment 3b,6,Test - Look + Label,Mouse,1
id122,Experiment 3b,7,Test - Look + Label,Tiger,0
id122,Experiment 3b,8,Control - Bell,Bear,0
id130,Experiment 3b,1,Control - Bell,Frog,0
id130,Experiment 3b,2,Control - Bell,Beaver,1
id130,Experiment 3b,3,Test - Look + Label,Mouse,0
id130,Experiment 3b,4,Test - Look + Label,Monkey,0
id130,Experiment 3b,5,Control - Bell,Tiger,0
id130,Experiment 3b,6,Test - Look + Label,Bunny,0
id130,Experiment 3b,7,Control - Bell,Bear,0
id130,Experiment 3b,8,Test - Look + Label,Dog,1
id131,Experiment 3b,1,Control - Bell,Frog,1
id131,Experiment 3b,2,Test - Look + Label,Mouse,1
id131,Experiment 3b,3,Control - Bell,Beaver,0
id131,Experiment 3b,4,Test - Look + Label,Bunny,1
id131,Experiment 3b,5,Test - Look + Label,Monkey,1
id131,Experiment 3b,6,Control - Bell,Tiger,1
id131,Experiment 3b,7,Test - Look + Label,Dog,1
id131,Experiment 3b,8,Control - Bell,Sheep,1
id135,Experiment 3b,1,Test - Look + Label,Frog,1
id135,Experiment 3b,2,Control - Bell,Beaver,0
id135,Experiment 3b,3,Test - Look + Label,Mouse,0
id135,Experiment 3b,4,Control - Bell,Monkey,0
id135,Experiment 3b,5,Control - Bell,Dog,0
id135,Experiment 3b,6,Control - Bell,Bear,1
id135,Experiment 3b,7,Test - Look + Label,Bunny,1
id135,Experiment 3b,8,Test - Look + Label,Sheep,0
id145,Experiment 3b,1,Test - Look + Label,Mouse,0
id145,Experiment 3b,2,Test - Look + Label,Beaver,0
id145,Experiment 3b,3,Control - Bell,Frog,0
id145,Experiment 3b,4,Control - Bell,Dog,0
id145,Experiment 3b,5,Control - Bell,Bunny,0
id145,Experiment 3b,6,Test - Look + Label,Monkey,0
id145,Experiment 3b,7,Control - Bell,Tiger,0
id145,Experiment 3b,8,Test - Look + Label,Sheep,0
id151,Experiment 3b,1,Test - Look + Label,Beaver,1
id151,Experiment 3b,2,Control - Bell,Frog,1
id151,Experiment 3b,3,Control - Bell,Mouse,1
id151,Experiment 3b,4,Test - Look + Label,Bear,1
id151,Experiment 3b,5,Control - Bell,Bunny,1
id151,Experiment 3b,6,Control - Bell,Tiger,1
id151,Experiment 3b,7,Test - Look + Label,Dog,1
id151,Experiment 3b,8,Test - Look + Label,Cat,1
id153,Experiment 3b,1,Test - Look + Label,Frog,1
id153,Experiment 3b,2,Control - Bell,Beaver,1
id153,Experiment 3b,3,Control - Bell,Mouse,1
id153,Experiment 3b,4,Control - Bell,Bunny,1
id153,Experiment 3b,5,Test - Look + Label,Monkey,1
id153,Experiment 3b,6,Test - Look + Label,Dog,1
id153,Experiment 3b,7,Control - Bell,Cat,0
id153,Experiment 3b,8,Test - Look + Label,Sheep,1
id163,Experiment 3b,1,Test - Look + Label,Beaver,1
id163,Experiment 3b,2,Test - Look + Label,Bunny,1
id163,Experiment 3b,3,Test - Look + Label,Mouse,1
id163,Experiment 3b,4,Test - Look + Label,Frog,1
id163,Experiment 3b,5,Control - Bell,Monkey,1
id163,Experiment 3b,6,Control - Bell,Dog,1
id163,Experiment 3b,7,Control - Bell,Bear,1
id163,Experiment 3b,8,Control - Bell,Tiger,1
id174,Experiment 3b,1,Test - Look + Label,Beaver,0
id174,Experiment 3b,2,Control - Bell,Frog,1
id174,Experiment 3b,3,Test - Look + Label,Mouse,1
id174,Experiment 3b,4,Test - Look + Label,Monkey,1
id174,Experiment 3b,5,Control - Bell,Bunny,1
id174,Experiment 3b,6,Test - Look + Label,Bear,1
id174,Experiment 3b,7,Control - Bell,Dog,0
id174,Experiment 3b,8,Control - Bell,Tiger,0
id179,Experiment 3b,1,Control - Bell,Beaver,0
id179,Experiment 3b,2,Test - Look + Label,Frog,0
id179,Experiment 3b,3,Test - Look + Label,Mouse,0
id179,Experiment 3b,4,Test - Look + Label,Tiger,1
id179,Experiment 3b,5,Control - Bell,Monkey,0
id179,Experiment 3b,6,Test - Look + Label,Cat,1
id179,Experiment 3b,7,Control - Bell,Bunny,0
id179,Experiment 3b,8,Control - Bell,Bear,0
id183,Experiment 3b,1,Test - Look + Label,Beaver,1
id183,Experiment 3b,2,Control - Bell,Frog,1
id183,Experiment 3b,3,Control - Bell,Mouse,0
id183,Experiment 3b,4,Test - Look + Label,Bunny,0
id183,Experiment 3b,5,Control - Bell,Monkey,1
id183,Experiment 3b,6,Control - Bell,Dog,0
id183,Experiment 3b,7,Test - Look + Label,Bear,0
id183,Experiment 3b,8,Test - Look + Label,Tiger,0
id186,Experiment 3b,1,Control - Bell,Beaver,1
id186,Experiment 3b,2,Control - Bell,Frog,0
id186,Experiment 3b,3,Test - Look + Label,Bunny,0
id186,Experiment 3b,4,Test - Look + Label,Cat,1
id186,Experiment 3b,5,Test - Look + Label,Mouse,0
id186,Experiment 3b,6,Control - Bell,Sheep,0
id186,Experiment 3b,7,Control - Bell,Dog,0
id186,Experiment 3b,8,Test - Look + Label,Bear,1
id194,Experiment 3b,1,Test - Look + Label,Mouse,1
id194,Experiment 3b,2,Control - Bell,Frog,1
id194,Experiment 3b,3,Control - Bell,Beaver,0
id194,Experiment 3b,4,Control - Bell,Monkey,0
id194,Experiment 3b,5,Test - Look + Label,Bunny,1
id194,Experiment 3b,6,Test - Look + Label,Dog,1
id194,Experiment 3b,7,Test - Look + Label,Bear,1
id194,Experiment 3b,8,Control - Bell,Tiger,1
id203,Experiment 3b,1,Test - Look + Label,Frog,1
id203,Experiment 3b,2,Control - Bell,Beaver,0
id203,Experiment 3b,3,Control - Bell,Bunny,1
id203,Experiment 3b,4,Test - Look + Label,Monkey,1
id203,Experiment 3b,5,Test - Look + Label,Mouse,0
id203,Experiment 3b,6,Control - Bell,Dog,0
id203,Experiment 3b,7,Control - Bell,Bear,0
id203,Experiment 3b,8,Test - Look + Label,Tiger,0
id207,Experiment 3b,1,Control - Bell,Mouse,1
id207,Experiment 3b,2,Test - Look + Label,Frog,1
id207,Experiment 3b,3,Test - Look + Label,Sheep,0
id207,Experiment 3b,4,Test - Look + Label,Beaver,0
id207,Experiment 3b,5,Control - Bell,Dog,0
id207,Experiment 3b,6,Control - Bell,Monkey,0
id207,Experiment 3b,7,Control - Bell,Bunny,0
id207,Experiment 3b,8,Test - Look + Label,Bear,0
id216,Experiment 3b,1,Control - Bell,Beaver,1
id216,Experiment 3b,2,Test - Look + Label,Frog,1
id216,Experiment 3b,3,Test - Look + Label,Mouse,1
id216,Experiment 3b,4,Test - Look + Label,Dog,1
id216,Experiment 3b,5,Control - Bell,Cat,1
id216,Experiment 3b,6,Test - Look + Label,Bear,1
id216,Experiment 3b,7,Control - Bell,Bunny,1
id216,Experiment 3b,8,Control - Bell,Tiger,0
id221,Experiment 3b,1,Control - Bell,Beaver,0
id221,Experiment 3b,2,Test - Look + Label,Frog,1
id221,Experiment 3b,3,Test - Look + Label,Monkey,1
id221,Experiment 3b,4,Test - Look + Label,Mouse,1
id221,Experiment 3b,5,Control - Bell,Bunny,1
id221,Experiment 3b,6,Control - Bell,Bear,1
id221,Experiment 3b,7,Test - Look + Label,Tiger,1
id221,Experiment 3b,8,Control - Bell,Cat,1
id224,Experiment 3b,1,Control - Bell,Beaver,1
id224,Experiment 3b,2,Control - Bell,Monkey,0
id224,Experiment 3b,3,Test - Look + Label,Frog,0
id224,Experiment 3b,4,Test - Look + Label,Bunny,1
id224,Experiment 3b,5,Test - Look + Label,Dog,1
id224,Experiment 3b,6,Control - Bell,Mouse,1
id224,Experiment 3b,7,Test - Look + Label,Sheep,1
id224,Experiment 3b,8,Control - Bell,Bear,1
id35,Experiment 3c,1,Control - Tornado,Beaver,1
id35,Experiment 3c,2,Test - Look + Label,Frog,1
id35,Experiment 3c,3,Test - Look + Label,Dog,1
id35,Experiment 3c,4,Control - Tornado,Mouse,1
id35,Experiment 3c,5,Test - Look + Label,Tiger,1
id35,Experiment 3c,6,Control - Tornado,Bear,1
id35,Experiment 3c,7,Control - Tornado,Monkey,1
id35,Experiment 3c,8,Test - Look + Label,Cat,1
id42,Experiment 3c,1,Control - Tornado,Frog,0
id42,Experiment 3c,2,Test - Look + Label,Beaver,0
id42,Experiment 3c,3,Control - Tornado,Mouse,0
id42,Experiment 3c,4,Test - Look + Label,Monkey,0
id42,Experiment 3c,5,Control - Tornado,Bunny,0
id42,Experiment 3c,6,Test - Look + Label,Dog,0
id42,Experiment 3c,7,Control - Tornado,Bear,0
id42,Experiment 3c,8,Test - Look + Label,Cat,0
id45,Experiment 3c,1,Control - Tornado,Monkey,0
id45,Experiment 3c,2,Test - Look + Label,Mouse,1
id45,Experiment 3c,3,Test - Look + Label,Beaver,1
id45,Experiment 3c,4,Control - Tornado,Bunny,0
id45,Experiment 3c,5,Test - Look + Label,Frog,1
id45,Experiment 3c,6,Control - Tornado,Tiger,0
id45,Experiment 3c,7,Test - Look + Label,Dog,0
id45,Experiment 3c,8,Control - Tornado,Bear,0
id46,Experiment 3c,1,Control - Tornado,Mouse,0
id46,Experiment 3c,2,Test - Look + Label,Beaver,1
id46,Experiment 3c,3,Test - Look + Label,Bunny,1
id46,Experiment 3c,4,Test - Look + Label,Bear,1
id46,Experiment 3c,5,Control - Tornado,Frog,0
id46,Experiment 3c,6,Test - Look + Label,Monkey,1
id46,Experiment 3c,7,Control - Tornado,Dog,0
id46,Experiment 3c,8,Control - Tornado,Tiger,0
id57,Experiment 3c,1,Test - Look + Label,Beaver,1
id57,Experiment 3c,2,Test - Look + Label,Monkey,1
id57,Experiment 3c,3,Control - Tornado,Frog,1
id57,Experiment 3c,4,Test - Look + Label,Mouse,1
id57,Experiment 3c,5,Test - Look + Label,Bunny,1
id57,Experiment 3c,6,Control - Tornado,Dog,0
id57,Experiment 3c,7,Control - Tornado,Tiger,0
id57,Experiment 3c,8,Control - Tornado,Bear,0
id61,Experiment 3c,1,Control - Tornado,Frog,1
id61,Experiment 3c,2,Test - Look + Label,Mouse,0
id61,Experiment 3c,3,Test - Look + Label,Bunny,1
id61,Experiment 3c,4,Control - Tornado,Monkey,1
id61,Experiment 3c,5,Control - Tornado,Beaver,0
id61,Experiment 3c,6,Test - Look + Label,Dog,1
id61,Experiment 3c,7,Control - Tornado,Cat,1
id61,Experiment 3c,8,Test - Look + Label,Bear,1
id64,Experiment 3c,1,Test - Look + Label,Mouse,1
id64,Experiment 3c,2,Control - Tornado,Beaver,1
id64,Experiment 3c,3,Test - Look + Label,Frog,1
id64,Experiment 3c,4,Control - Tornado,Bunny,1
id64,Experiment 3c,5,Control - Tornado,Bear,1
id64,Experiment 3c,6,Test - Look + Label,Monkey,1
id64,Experiment 3c,7,Test - Look + Label,Tiger,1
id64,Experiment 3c,8,Control - Tornado,Cat,1
id88,Experiment 3c,1,Test - Look + Label,Beaver,1
id88,Experiment 3c,2,Control - Tornado,Frog,1
id88,Experiment 3c,3,Control - Tornado,Mouse,1
id88,Experiment 3c,4,Control - Tornado,Monkey,0
id88,Experiment 3c,5,Control - Tornado,Bunny,1
id88,Experiment 3c,6,Test - Look + Label,Bear,1
id88,Experiment 3c,7,Test - Look + Label,Tiger,1
id88,Experiment 3c,8,Test - Look + Label,Dog,1
id90,Experiment 3c,1,Test - Look + Label,Dog,1
id90,Experiment 3c,2,Test - Look + Label,Mouse,1
id90,Experiment 3c,3,Control - Tornado,Beaver,1
id90,Experiment 3c,4,Control - Tornado,Monkey,0
id90,Experiment 3c,5,Control - Tornado,Bear,0
id90,Experiment 3c,6,Test - Look + Label,Frog,1
id90,Experiment 3c,7,Control - Tornado,Tiger,0
id90,Experiment 3c,8,Test - Look + Label,Bunny,0
id94,Experiment 3c,1,Control - Tornado,Beaver,1
id94,Experiment 3c,2,Control - Tornado,Monkey,0
id94,Experiment 3c,3,Control - Tornado,Frog,0
id94,Experiment 3c,4,Test - Look + Label,Dog,1
id94,Experiment 3c,5,Control - Tornado,Bear,0
id94,Experiment 3c,6,Test - Look + Label,Mouse,1
id94,Experiment 3c,7,Test - Look + Label,Bunny,1
id94,Experiment 3c,8,Test - Look + Label,Cat,1
id98,Experiment 3c,1,Control - Tornado,Mouse,0
id98,Experiment 3c,2,Test - Look + Label,Dog,0
id98,Experiment 3c,3,Test - Look + Label,Bunny,0
id98,Experiment 3c,4,Test - Look + Label,Beaver,0
id98,Experiment 3c,5,Control - Tornado,Monkey,1
id98,Experiment 3c,6,Control - Tornado,Bear,0
id98,Experiment 3c,7,Test - Look + Label,Frog,1
id98,Experiment 3c,8,Control - Tornado,Cat,0
id105,Experiment 3c,1,Control - Tornado,Frog,0
id105,Experiment 3c,2,Test - Look + Label,Beaver,0
id105,Experiment 3c,3,Control - Tornado,Monkey,0
id105,Experiment 3c,4,Control - Tornado,Bunny,0
id105,Experiment 3c,5,Test - Look + Label,Bear,1
id105,Experiment 3c,6,Control - Tornado,Dog,1
id105,Experiment 3c,7,Test - Look + Label,Mouse,1
id105,Experiment 3c,8,Test - Look + Label,Cat,1
id109,Experiment 3c,1,Control - Tornado,Bunny,0
id109,Experiment 3c,2,Control - Tornado,Monkey,1
id109,Experiment 3c,3,Control - Tornado,Mouse,1
id109,Experiment 3c,4,Control - Tornado,Beaver,1
id109,Experiment 3c,5,Test - Look + Label,Frog,1
id109,Experiment 3c,6,Test - Look + Label,Dog,1
id109,Experiment 3c,7,Test - Look + Label,Sheep,1
id109,Experiment 3c,8,Test - Look + Label,Tiger,1
id113,Experiment 3c,1,Test - Look + Label,Beaver,0
id113,Experiment 3c,2,Control - Tornado,Frog,0
id113,Experiment 3c,3,Test - Look + Label,Mouse,1
id113,Experiment 3c,4,Control - Tornado,Monkey,0
id113,Experiment 3c,5,Control - Tornado,Bunny,1
id113,Experiment 3c,6,Test - Look + Label,Dog,1
id113,Experiment 3c,7,Control - Tornado,Tiger,0
id113,Experiment 3c,8,Test - Look + Label,Bear,0
id125,Experiment 3c,1,Control - Tornado,Frog,0
id125,Experiment 3c,2,Test - Look + Label,Beaver,1
id125,Experiment 3c,3,Control - Tornado,Bunny,1
id125,Experiment 3c,4,Test - Look + Label,Dog,1
id125,Experiment 3c,5,Test - Look + Label,Monkey,0
id125,Experiment 3c,6,Test - Look + Label,Mouse,1
id125,Experiment 3c,7,Control - Tornado,Tiger,1
id125,Experiment 3c,8,Control - Tornado,Bear,1
id127,Experiment 3c,1,Test - Look + Label,Beaver,1
id127,Experiment 3c,2,Control - Tornado,Frog,1
id127,Experiment 3c,3,Control - Tornado,Monkey,1
id127,Experiment 3c,4,Control - Tornado,Mouse,0
id127,Experiment 3c,5,Test - Look + Label,Bunny,1
id127,Experiment 3c,6,Control - Tornado,Bear,0
id127,Experiment 3c,7,Test - Look + Label,Cat,1
id127,Experiment 3c,8,Test - Look + Label,Dog,1
id129,Experiment 3c,1,Control - Tornado,Bunny,1
id129,Experiment 3c,2,Test - Look + Label,Beaver,1
id129,Experiment 3c,3,Test - Look + Label,Frog,1
id129,Experiment 3c,4,Test - Look + Label,Bear,1
id129,Experiment 3c,5,Control - Tornado,Dog,1
id129,Experiment 3c,6,Test - Look + Label,Monkey,1
id129,Experiment 3c,7,Control - Tornado,Tiger,1
id129,Experiment 3c,8,Control - Tornado,Cat,1
id140,Experiment 3c,1,Control - Tornado,Mouse,0
id140,Experiment 3c,2,Test - Look + Label,Bunny,1
id140,Experiment 3c,3,Test - Look + Label,Beaver,1
id140,Experiment 3c,4,Control - Tornado,Dog,1
id140,Experiment 3c,5,Test - Look + Label,Frog,1
id140,Experiment 3c,6,Test - Look + Label,Monkey,0
id140,Experiment 3c,7,Control - Tornado,Tiger,1
id140,Experiment 3c,8,Control - Tornado,Sheep,1
id142,Experiment 3c,1,Control - Tornado,Bear,0
id142,Experiment 3c,2,Test - Look + Label,Frog,1
id142,Experiment 3c,3,Control - Tornado,Monkey,0
id142,Experiment 3c,4,Control - Tornado,Beaver,1
id142,Experiment 3c,5,Test - Look + Label,Mouse,0
id142,Experiment 3c,6,Control - Tornado,Bunny,1
id142,Experiment 3c,7,Test - Look + Label,Dog,1
id142,Experiment 3c,8,Test - Look + Label,Tiger,1
id155,Experiment 3c,1,Control - Tornado,Beaver,1
id155,Experiment 3c,2,Test - Look + Label,Frog,1
id155,Experiment 3c,3,Test - Look + Label,Bunny,1
id155,Experiment 3c,4,Control - Tornado,Monkey,1
id155,Experiment 3c,5,Test - Look + Label,Mouse,0
id155,Experiment 3c,6,Test - Look + Label,Cat,1
id155,Experiment 3c,7,Control - Tornado,Dog,0
id155,Experiment 3c,8,Control - Tornado,Sheep,1
id160,Experiment 3c,1,Test - Look + Label,Frog,1
id160,Experiment 3c,2,Test - Look + Label,Beaver,1
id160,Experiment 3c,3,Test - Look + Label,Mouse,1
id160,Experiment 3c,4,Control - Tornado,Bunny,1
id160,Experiment 3c,5,Control - Tornado,Monkey,1
id160,Experiment 3c,6,Test - Look + Label,Bear,1
id160,Experiment 3c,7,Control - Tornado,Dog,0
id160,Experiment 3c,8,Control - Tornado,Cat,0
id162,Experiment 3c,1,Control - Tornado,Beaver,0
id162,Experiment 3c,2,Test - Look + Label,Frog,1
id162,Experiment 3c,3,Test - Look + Label,Mouse,1
id162,Experiment 3c,4,Control - Tornado,Bunny,0
id162,Experiment 3c,5,Control - Tornado,Dog,1
id162,Experiment 3c,6,Control - Tornado,Monkey,1
id162,Experiment 3c,7,Test - Look + Label,Bear,1
id162,Experiment 3c,8,Test - Look + Label,Tiger,1
id167,Experiment 3c,1,Control - Tornado,Monkey,1
id167,Experiment 3c,2,Test - Look + Label,Beaver,1
id167,Experiment 3c,3,Test - Look + Label,Mouse,1
id167,Experiment 3c,4,Test - Look + Label,Frog,1
id167,Experiment 3c,5,Control - Tornado,Bunny,1
id167,Experiment 3c,6,Test - Look + Label,Cat,1
id167,Experiment 3c,7,Control - Tornado,Dog,1
id167,Experiment 3c,8,Control - Tornado,Sheep,1
id173,Experiment 3c,1,Test - Look + Label,Beaver,1
id173,Experiment 3c,2,Test - Look + Label,Frog,0
id173,Experiment 3c,3,Control - Tornado,Monkey,0
id173,Experiment 3c,4,Control - Tornado,Bunny,0
id173,Experiment 3c,5,Control - Tornado,Mouse,1
id173,Experiment 3c,6,Control - Tornado,Dog,1
id173,Experiment 3c,7,Test - Look + Label,Cat,0
id173,Experiment 3c,8,Test - Look + Label,Tiger,0
id177,Experiment 3c,1,Test - Look + Label,Monkey,1
id177,Experiment 3c,2,Test - Look + Label,Beaver,1
id177,Experiment 3c,3,Control - Tornado,Frog,0
id177,Experiment 3c,4,Control - Tornado,Mouse,0
id177,Experiment 3c,5,Test - Look + Label,Bunny,1
id177,Experiment 3c,6,Test - Look + Label,Dog,1
id177,Experiment 3c,7,Control - Tornado,Cat,0
id177,Experiment 3c,8,Control - Tornado,Bear,0
id184,Experiment 3c,1,Test - Look + Label,Frog,1
id184,Experiment 3c,2,Test - Look + Label,Mouse,1
id184,Experiment 3c,3,Test - Look + Label,Dog,1
id184,Experiment 3c,4,Control - Tornado,Bunny,0
id184,Experiment 3c,5,Test - Look + Label,Beaver,1
id184,Experiment 3c,6,Control - Tornado,Bear,1
id184,Experiment 3c,7,Control - Tornado,Monkey,1
id184,Experiment 3c,8,Control - Tornado,Tiger,1
id189,Experiment 3c,1,Test - Look + Label,Cat,1
id189,Experiment 3c,2,Control - Tornado,Beaver,0
id189,Experiment 3c,3,Control - Tornado,Bunny,1
id189,Experiment 3c,4,Test - Look + Label,Frog,1
id189,Experiment 3c,5,Test - Look + Label,Mouse,1
id189,Experiment 3c,6,Control - Tornado,Monkey,0
id189,Experiment 3c,7,Control - Tornado,Bear,1
id189,Experiment 3c,8,Test - Look + Label,Tiger,1
id211,Experiment 3c,1,Control - Tornado,Beaver,1
id211,Experiment 3c,2,Control - Tornado,Frog,1
id211,Experiment 3c,3,Test - Look + Label,Mouse,0
id211,Experiment 3c,4,Control - Tornado,Monkey,1
id211,Experiment 3c,5,Control - Tornado,Bunny,0
id211,Experiment 3c,6,Test - Look + Label,Bear,1
id211,Experiment 3c,7,Test - Look + Label,Sheep,1
id211,Experiment 3c,8,Test - Look + Label,Dog,1
id217,Experiment 3c,1,Test - Look + Label,Beaver,1
id217,Experiment 3c,2,Test - Look + Label,Frog,0
id217,Experiment 3c,3,Test - Look + Label,Mouse,0
id217,Experiment 3c,4,Control - Tornado,Monkey,0
id217,Experiment 3c,5,Control - Tornado,Bunny,1
id217,Experiment 3c,6,Test - Look + Label,Tiger,0
id217,Experiment 3c,7,Control - Tornado,Bear,1
id217,Experiment 3c,8,Control - Tornado,Cat,1
id229,Experiment 3c,1,Test - Look + Label,Frog,1
id229,Experiment 3c,2,Control - Tornado,Beaver,1
id229,Experiment 3c,3,Control - Tornado,Mouse,0
id229,Experiment 3c,4,Test - Look + Label,Monkey,1
id229,Experiment 3c,5,Test - Look + Label,Bunny,1
id229,Experiment 3c,6,Control - Tornado,Tiger,1
id229,Experiment 3c,7,Test - Look + Label,Bear,1
id229,Experiment 3c,8,Control - Tornado,Dog,1
